time,unitrate
2024-01-31T23:30:00Z,9.681
2024-01-31T23:00:00Z,9.9225
2024-01-31T22:30:00Z,7.938
2024-01-31T22:00:00Z,13.4085
2024-01-31T21:30:00Z,12.684
2024-01-31T21:00:00Z,13.9755
2024-01-31T20:30:00Z,13.776
2024-01-31T20:00:00Z,13.9755
2024-01-31T19:30:00Z,15.057
2024-01-31T19:00:00Z,14.7735
2024-01-31T18:30:00Z,28.6965
2024-01-31T18:00:00Z,29.799
2024-01-31T17:30:00Z,30.24
2024-01-31T17:00:00Z,29.463
2024-01-31T16:30:00Z,30.681
2024-01-31T16:00:00Z,27.951
2024-01-31T15:30:00Z,14.091
2024-01-31T15:00:00Z,12.894
2024-01-31T14:30:00Z,13.23
2024-01-31T14:00:00Z,13.9755
2024-01-31T13:30:00Z,12.474
2024-01-31T13:00:00Z,13.188
2024-01-31T12:30:00Z,13.335
2024-01-31T12:00:00Z,13.9755
2024-01-31T11:30:00Z,14.112
2024-01-31T11:00:00Z,12.348
2024-01-31T10:30:00Z,13.9755
2024-01-31T10:00:00Z,14.469
2024-01-31T09:30:00Z,15.876
2024-01-31T09:00:00Z,16.086
2024-01-31T08:30:00Z,17.283
2024-01-31T08:00:00Z,17.199
2024-01-31T07:30:00Z,17.3565
2024-01-31T07:00:00Z,16.0125
2024-01-31T06:30:00Z,14.112
2024-01-31T06:00:00Z,13.23
2024-01-31T05:30:00Z,12.1275
2024-01-31T05:00:00Z,12.1275
2024-01-31T04:30:00Z,12.264
2024-01-31T04:00:00Z,12.831
2024-01-31T03:30:00Z,12.684
2024-01-31T03:00:00Z,12.9675
2024-01-31T02:30:00Z,12.789
2024-01-31T02:00:00Z,13.755
2024-01-31T01:30:00Z,13.4085
2024-01-31T01:00:00Z,15.7395
2024-01-31T00:30:00Z,14.8155
2024-01-31T00:00:00Z,13.8915
2024-01-30T23:30:00Z,14.616
2024-01-30T23:00:00Z,14.3325
2024-01-30T22:30:00Z,12.5055
2024-01-30T22:00:00Z,13.9125
2024-01-30T21:30:00Z,13.9125
2024-01-30T21:00:00Z,17.8605
2024-01-30T20:30:00Z,14.994
2024-01-30T20:00:00Z,17.64
2024-01-30T19:30:00Z,16.5795
2024-01-30T19:00:00Z,19.1205
2024-01-30T18:30:00Z,31.647
2024-01-30T18:00:00Z,32.361
2024-01-30T17:30:00Z,31.122
2024-01-30T17:00:00Z,30.3975
2024-01-30T16:30:00Z,31.437
2024-01-30T16:00:00Z,28.602
2024-01-30T15:30:00Z,16.5795
2024-01-30T15:00:00Z,14.553
2024-01-30T14:30:00Z,15.435
2024-01-30T14:00:00Z,14.931
2024-01-30T13:30:00Z,14.112
2024-01-30T13:00:00Z,14.3325
2024-01-30T12:30:00Z,12.9885
2024-01-30T12:00:00Z,13.23
2024-01-30T11:30:00Z,14.175
2024-01-30T11:00:00Z,14.049
2024-01-30T10:30:00Z,14.553
2024-01-30T10:00:00Z,14.574
2024-01-30T09:30:00Z,16.233
2024-01-30T09:00:00Z,16.233
2024-01-30T08:30:00Z,18.606
2024-01-30T08:00:00Z,15.435
2024-01-30T07:30:00Z,18.522
2024-01-30T07:00:00Z,15.435
2024-01-30T06:30:00Z,14.7735
2024-01-30T06:00:00Z,16.0965
2024-01-30T05:30:00Z,13.23
