,DateTime,temp
0,2024-02-01 00:00:00,5.0
1,2024-02-01 00:30:00,5.0
2,2024-02-01 01:00:00,5.0
3,2024-02-01 01:30:00,5.0
4,2024-02-01 02:00:00,5.0
5,2024-02-01 02:30:00,5.0
6,2024-02-01 03:00:00,5.0
7,2024-02-01 03:30:00,5.0
8,2024-02-01 04:00:00,5.0
9,2024-02-01 04:30:00,5.0
10,2024-02-01 05:00:00,5.0
11,2024-02-01 05:30:00,5.0
12,2024-02-01 06:00:00,5.0
13,2024-02-01 06:30:00,5.0
14,2024-02-01 07:00:00,5.0
15,2024-02-01 07:30:00,5.0
16,2024-02-01 08:00:00,5.0
17,2024-02-01 08:30:00,5.0
18,2024-02-01 09:00:00,5.0
19,2024-02-01 09:30:00,5.0
20,2024-02-01 10:00:00,5.0
21,2024-02-01 10:30:00,5.0
22,2024-02-01 11:00:00,5.0
23,2024-02-01 11:30:00,5.0
24,2024-02-01 12:00:00,5.0
25,2024-02-01 12:30:00,5.0
26,2024-02-01 13:00:00,5.0
27,2024-02-01 13:30:00,5.0
28,2024-02-01 14:00:00,5.0
29,2024-02-01 14:30:00,5.0
30,2024-02-01 15:00:00,5.0
31,2024-02-01 15:30:00,5.0
32,2024-02-01 16:00:00,5.0
33,2024-02-01 16:30:00,5.0
34,2024-02-01 17:00:00,5.0
35,2024-02-01 17:30:00,5.0
36,2024-02-01 18:00:00,5.0
37,2024-02-01 18:30:00,5.0
38,2024-02-01 19:00:00,5.0
39,2024-02-01 19:30:00,5.0
40,2024-02-01 20:00:00,5.0
41,2024-02-01 20:30:00,5.0
42,2024-02-01 21:00:00,5.0
43,2024-02-01 21:30:00,5.0
44,2024-02-01 22:00:00,5.0
45,2024-02-01 22:30:00,5.0
46,2024-02-01 23:00:00,5.0
47,2024-02-01 23:30:00,5.0
48,2024-02-02 00:00:00,9.5
49,2024-02-02 00:30:00,9.5
50,2024-02-02 01:00:00,9.5
51,2024-02-02 01:30:00,9.5
52,2024-02-02 02:00:00,9.5
53,2024-02-02 02:30:00,9.5
54,2024-02-02 03:00:00,9.5
55,2024-02-02 03:30:00,9.5
56,2024-02-02 04:00:00,9.5
57,2024-02-02 04:30:00,9.5
58,2024-02-02 05:00:00,9.5
59,2024-02-02 05:30:00,9.5
60,2024-02-02 06:00:00,9.5
61,2024-02-02 06:30:00,9.5
62,2024-02-02 07:00:00,9.5
63,2024-02-02 07:30:00,9.5
64,2024-02-02 08:00:00,9.5
65,2024-02-02 08:30:00,9.5
66,2024-02-02 09:00:00,9.5
67,2024-02-02 09:30:00,9.5
68,2024-02-02 10:00:00,9.5
69,2024-02-02 10:30:00,9.5
70,2024-02-02 11:00:00,9.5
71,2024-02-02 11:30:00,9.5
72,2024-02-02 12:00:00,9.5
73,2024-02-02 12:30:00,9.5
74,2024-02-02 13:00:00,9.5
75,2024-02-02 13:30:00,9.5
76,2024-02-02 14:00:00,9.5
77,2024-02-02 14:30:00,9.5
78,2024-02-02 15:00:00,9.5
79,2024-02-02 15:30:00,9.5
80,2024-02-02 16:00:00,9.5
81,2024-02-02 16:30:00,9.5
82,2024-02-02 17:00:00,9.5
83,2024-02-02 17:30:00,9.5
84,2024-02-02 18:00:00,9.5
85,2024-02-02 18:30:00,9.5
86,2024-02-02 19:00:00,9.5
87,2024-02-02 19:30:00,9.5
88,2024-02-02 20:00:00,9.5
89,2024-02-02 20:30:00,9.5
90,2024-02-02 21:00:00,9.5
91,2024-02-02 21:30:00,9.5
92,2024-02-02 22:00:00,9.5
93,2024-02-02 22:30:00,9.5
